unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,facility_type,status,due_date,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,vehicle_type,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,latitude,longitude,location
66283026,2025-09-27T01:35:03.000,,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11373.0,51-25 CODWISE PLACE,CODWISE PLACE,VAN KLEECK STREET,KNEELAND AVENUE,VAN KLEECK STREET,KNEELAND AVENUE,ADDRESS,ELMHURST,CODWISE PLACE,,In Progress,,,,04 QUEENS,4024730021.0,QUEENS,1016763.0,207805.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.73699360292851,-73.88267828927239,"
,  
(40.73699360292851, -73.88267828927239)"
66278254,2025-09-27T01:34:44.000,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11693.0,88-02 ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH BOULEVARD,BEACH   88 STREET,BEACH   90 STREET,BEACH   88 STREET,BEACH   90 STREET,ADDRESS,FAR ROCKAWAY,ROCKAWAY BEACH BOULEVARD,,In Progress,,,2025-09-27T01:50:18.000,14 QUEENS,4161230086.0,QUEENS,1036137.0,153303.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.58730559590931,-73.81318766614264,"
,  
(40.58730559590931, -73.81318766614264)"
66281459,2025-09-27T01:34:43.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11217.0,241 FLATBUSH AVENUE,FLATBUSH AVENUE,DEAN STREET,BERGEN STREET,DEAN STREET,BERGEN STREET,ADDRESS,BROOKLYN,FLATBUSH AVENUE,,In Progress,,,2025-09-27T01:59:17.000,06 BROOKLYN,3011350002.0,BROOKLYN,991109.0,187407.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68106303097329,-73.97527036976928,"
,  
(40.68106303097329, -73.97527036976928)"
66288964,2025-09-27T01:34:41.000,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10037.0,420 LENOX AVENUE,LENOX AVENUE,WEST  131 STREET,WEST  132 STREET,WEST  131 STREET,WEST  132 STREET,ADDRESS,NEW YORK,LENOX AVENUE,,In Progress,,,2025-09-27T02:32:04.000,10 MANHATTAN,1017290001.0,MANHATTAN,1000128.0,234991.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.81165753310856,-73.9426406826391,"
,  
(40.81165753310856, -73.9426406826391)"
66284423,2025-09-27T01:34:25.000,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10011.0,126 WEST   13 STREET,WEST   13 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   13 STREET,,In Progress,,,2025-09-27T02:02:54.000,02 MANHATTAN,1006080026.0,MANHATTAN,984721.0,207809.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.73706433046593,-73.99830041620608,"
,  
(40.73706433046593, -73.99830041620608)"
66288999,2025-09-27T01:34:14.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10032.0,551 WEST  170 STREET,WEST  170 STREET,AUDUBON AVENUE,ST NICHOLAS AVENUE,AUDUBON AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  170 STREET,,In Progress,,,,12 MANHATTAN,1021270022.0,MANHATTAN,1001454.0,245984.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.84182769447864,-73.9378223173734,"
,  
(40.84182769447864, -73.9378223173734)"
66285981,2025-09-27T01:33:52.000,,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10456.0,3250 3 AVENUE,3 AVENUE,EAST  163 STREET,BOSTON ROAD,EAST  163 STREET,BOSTON ROAD,ADDRESS,BRONX,3 AVENUE,,In Progress,,,2025-09-27T01:48:06.000,03 BRONX,2026210001.0,BRONX,1009537.0,239573.0,ONLINE,Unspecified,BRONX,,,,,,,,40.82421190786376,-73.90863340035284,"
,  
(40.824211907863756, -73.90863340035284)"
66284311,2025-09-27T01:33:46.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,No Permit or License,Residence,10022.0,250 EAST   54 STREET,EAST   54 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   54 STREET,,In Progress,,,,06 MANHATTAN,1013277502.0,MANHATTAN,993173.0,215378.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.757834843087686,-73.96779168686822,"
,  
(40.757834843087686, -73.96779168686822)"
66282831,2025-09-27T01:33:43.000,,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,10463.0,2907 KINGSBRIDGE TERRACE,KINGSBRIDGE TERRACE,WEST  229 STREET,WEST  230 STREET,WEST  229 STREET,WEST  230 STREET,ADDRESS,BRONX,KINGSBRIDGE TERRACE,,In Progress,,,,08 BRONX,2032560144.0,BRONX,1011211.0,257948.0,ONLINE,Unspecified,BRONX,,,,,,,,40.87464086738497,-73.90251104468575,"
,  
(40.87464086738497, -73.90251104468575)"
66281400,2025-09-27T01:33:32.000,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11357.0,22 AVENUE,22 AVENUE,22 AVENUE,146 STREET,22 AVENUE,146 STREET,INTERSECTION,,,,In Progress,,,,07 QUEENS,,QUEENS,1033735.0,223287.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.77940897138895,-73.82132177084829,"
,  
(40.77940897138895, -73.82132177084829)"
66288985,2025-09-27T01:33:27.000,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11377.0,48-15 44 STREET,44 STREET,48 AVENUE,50 AVENUE,48 AVENUE,50 AVENUE,ADDRESS,WOODSIDE,44 STREET,,In Progress,,,,02 QUEENS,4022880026.0,QUEENS,1006030.0,208544.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.73905491753885,-73.92140542268847,"
,  
(40.73905491753885, -73.92140542268847)"
66281455,2025-09-27T01:33:26.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10453.0,1920 LORING PLACE SOUTH,LORING PLACE SOUTH,WEST BURNSIDE AVENUE,WEST  179 STREET,WEST BURNSIDE AVENUE,WEST  179 STREET,ADDRESS,BRONX,LORING PLACE,,In Progress,,,2025-09-27T02:11:38.000,05 BRONX,2032210013.0,BRONX,1007937.0,250676.0,PHONE,Unspecified,BRONX,,,,,,,,40.85469083383183,-73.91437527812961,"
,  
(40.85469083383183, -73.91437527812961)"
66284290,2025-09-27T01:33:11.000,,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10309.0,149 MARISA CIRCLE,MARISA CIRCLE,BEND,,BEND,,ADDRESS,STATEN ISLAND,MARISA CIRCLE,,In Progress,,,2025-09-27T02:30:22.000,03 STATEN ISLAND,5070130158.0,STATEN ISLAND,924150.0,135553.0,ONLINE,Unspecified,STATEN ISLAND,Other,,,,,,,40.53853354481816,-74.21622430441138,"
,  
(40.53853354481816, -74.21622430441138)"
66278451,2025-09-27T01:33:09.000,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11237.0,245 IRVING AVENUE,IRVING AVENUE,GREENE AVENUE,BLEECKER STREET,GREENE AVENUE,BLEECKER STREET,ADDRESS,BROOKLYN,IRVING AVENUE,,In Progress,,,,04 BROOKLYN,3033010005.0,BROOKLYN,1007327.0,194459.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.70039171291148,-73.91677340540421,"
,  
(40.700391712911475, -73.91677340540421)"
66279943,2025-09-27T01:32:35.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466.0,661 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,In Progress,,,2025-09-27T02:47:16.000,12 BRONX,2048330027.0,BRONX,1022955.0,264223.0,MOBILE,Unspecified,BRONX,,,,,,,,40.891820074686,-73.860009421079,"
,  
(40.891820074685995, -73.860009421079)"
66281476,2025-09-27T01:32:19.000,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10457.0,214 EAST  180 STREET,EAST  180 STREET,GRAND CONCOURSE,ANTHONY AVENUE,GRAND CONCOURSE,ANTHONY AVENUE,ADDRESS,BRONX,EAST  180 STREET,,In Progress,,,2025-09-27T02:24:17.000,05 BRONX,2031560018.0,BRONX,1011369.0,250148.0,MOBILE,Unspecified,BRONX,,,,,,,,40.85323175721183,-73.90197129189227,"
,  
(40.85323175721183, -73.90197129189227)"
66278459,2025-09-27T01:31:55.000,,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,11418.0,119-01 ATLANTIC AVENUE,ATLANTIC AVENUE,LEFFERTS BOULEVARD,120 STREET,LEFFERTS BOULEVARD,120 STREET,ADDRESS,RICHMOND HILL,ATLANTIC AVENUE,,In Progress,,,2025-09-27T01:57:53.000,09 QUEENS,4093510040.0,QUEENS,1031987.0,192203.0,MOBILE,Unspecified,QUEENS,Car,,,,,,,40.69410086107785,-73.82785392197312,"
,  
(40.69410086107785, -73.82785392197312)"
66286284,2025-09-27T01:31:40.000,,DOHMH,Department of Health and Mental Hygiene,Smoking or Vaping,Allowed in Smoke Free Area,Other,10014.0,204 VARICK STREET,VARICK STREET,KING STREET,WEST HOUSTON STREET,KING STREET,WEST HOUSTON STREET,ADDRESS,NEW YORK,VARICK STREET,,In Progress,,,,02 MANHATTAN,1005207503.0,MANHATTAN,982775.0,204686.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.728492352237005,-74.00532179114374,"
,  
(40.728492352237005, -74.00532179114374)"
66288961,2025-09-27T01:31:18.000,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11238.0,641 CLASSON AVENUE,CLASSON AVENUE,PACIFIC STREET,DEAN STREET,PACIFIC STREET,DEAN STREET,ADDRESS,BROOKLYN,CLASSON AVENUE,,In Progress,,,2025-09-27T02:18:08.000,08 BROOKLYN,3011340004.0,BROOKLYN,995700.0,186510.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6785962215863,-73.95871937613337,"
,  
(40.6785962215863, -73.95871937613337)"
66281442,2025-09-27T01:31:04.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11216.0,1491 BEDFORD AVENUE,BEDFORD AVENUE,ST JOHNS PLACE,LINCOLN PLACE,ST JOHNS PLACE,LINCOLN PLACE,ADDRESS,BROOKLYN,BEDFORD AVENUE,,In Progress,,,2025-09-27T02:41:14.000,08 BROOKLYN,3012530007.0,BROOKLYN,996824.0,184012.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67173824977644,-73.95467168590942,"
,  
(40.67173824977644, -73.95467168590942)"
66278428,2025-09-27T01:30:54.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11216.0,311 NOSTRAND AVENUE,NOSTRAND AVENUE,GREENE AVENUE,LEXINGTON AVENUE,GREENE AVENUE,LEXINGTON AVENUE,ADDRESS,BROOKLYN,NOSTRAND AVENUE,,In Progress,,,2025-09-27T02:06:00.000,03 BROOKLYN,3017980001.0,BROOKLYN,997828.0,189856.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.687777219370304,-73.95104056819638,"
,  
(40.687777219370304, -73.95104056819638)"
66285972,2025-09-27T01:30:54.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466.0,661 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,In Progress,,,2025-09-27T02:46:50.000,12 BRONX,2048330027.0,BRONX,1022955.0,264223.0,MOBILE,Unspecified,BRONX,,,,,,,,40.891820074686,-73.860009421079,"
,  
(40.891820074685995, -73.860009421079)"
66284404,2025-09-27T01:30:44.000,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10452.0,72 EAST  167 STREET,EAST  167 STREET,GERARD AVENUE,WALTON AVENUE,GERARD AVENUE,WALTON AVENUE,ADDRESS,BRONX,EAST  167 STREET,,In Progress,,,2025-09-27T01:42:13.000,04 BRONX,2024790019.0,BRONX,1006389.0,243602.0,MOBILE,Unspecified,BRONX,,,,,,,,40.83527880560734,-73.91999440289617,"
,  
(40.83527880560734, -73.91999440289617)"
66284500,2025-09-27T01:30:18.000,,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,11220.0,5419 6 AVENUE,6 AVENUE,54 STREET,55 STREET,54 STREET,55 STREET,ADDRESS,BROOKLYN,6 AVENUE,,In Progress,,,,07 BROOKLYN,3008250001.0,BROOKLYN,981308.0,172946.0,ONLINE,Unspecified,BROOKLYN,Other,,,,,,,40.64137294629913,-74.01060085956667,"
,  
(40.64137294629913, -74.01060085956667)"
66284451,2025-09-27T01:30:07.000,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11214.0,8613 18 AVENUE,18 AVENUE,86 STREET,BENSON AVENUE,86 STREET,BENSON AVENUE,ADDRESS,BROOKLYN,18 AVENUE,,In Progress,,,2025-09-27T02:17:49.000,11 BROOKLYN,3063690040.0,BROOKLYN,983397.0,160364.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60683843838365,-74.00307201075812,"
,  
(40.60683843838365, -74.00307201075812)"
66288962,2025-09-27T01:30:07.000,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10011.0,126 WEST   13 STREET,WEST   13 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   13 STREET,,In Progress,,,2025-09-27T02:02:45.000,02 MANHATTAN,1006080026.0,MANHATTAN,984721.0,207809.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.73706433046593,-73.99830041620608,"
,  
(40.73706433046593, -73.99830041620608)"
66284494,2025-09-27T01:29:48.000,,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10024.0,7 WEST   83 STREET,WEST   83 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,CENTRAL PARK WEST,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST   83 STREET,,In Progress,,,2025-09-27T01:47:27.000,07 MANHATTAN,1011970020.0,MANHATTAN,992242.0,224732.0,MOBILE,Unspecified,MANHATTAN,Car,,,,,,,40.78351002400934,-73.97114108523716,"
,  
(40.78351002400934, -73.97114108523716)"
66279871,2025-09-27T01:29:44.000,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10461.0,2873 EAST  195 STREET,EAST  195 STREET,MAYFLOWER AVENUE,HOBART AVENUE,MAYFLOWER AVENUE,HOBART AVENUE,ADDRESS,BRONX,EAST  195 STREET,,In Progress,,,,10 BRONX,2042420047.0,BRONX,1030698.0,250161.0,MOBILE,Unspecified,BRONX,,,,,,,,40.85318691033629,-73.83210161872913,"
,  
(40.85318691033629, -73.83210161872913)"
66285926,2025-09-27T01:29:39.000,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11223.0,221 KINGS HIGHWAY,KINGS HIGHWAY,WEST   11 STREET,QUENTIN ROAD,WEST   11 STREET,QUENTIN ROAD,ADDRESS,BROOKLYN,KINGS HIGHWAY,,In Progress,,,2025-09-27T02:07:49.000,11 BROOKLYN,3066210042.0,BROOKLYN,988872.0,159890.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.605536240923584,-73.9833545640551,"
,  
(40.605536240923584, -73.9833545640551)"
66281456,2025-09-27T01:29:30.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466.0,661 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,In Progress,,,2025-09-27T02:46:52.000,12 BRONX,2048330027.0,BRONX,1022955.0,264223.0,MOBILE,Unspecified,BRONX,,,,,,,,40.891820074686,-73.860009421079,"
,  
(40.891820074685995, -73.860009421079)"
66284490,2025-09-27T01:29:24.000,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11221.0,540 GATES AVENUE,GATES AVENUE,TOMPKINS AVENUE,THROOP AVENUE,TOMPKINS AVENUE,THROOP AVENUE,ADDRESS,BROOKLYN,GATES AVENUE,,In Progress,,,2025-09-27T01:48:13.000,03 BROOKLYN,3018150014.0,BROOKLYN,999825.0,189569.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68698618146339,-73.94384046864104,"
,  
(40.68698618146339, -73.94384046864104)"
66286222,2025-09-27T01:28:58.000,,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,10312.0,16 RUXTON AVENUE,RUXTON AVENUE,WOODROW ROAD,VESPA AVENUE,WOODROW ROAD,VESPA AVENUE,ADDRESS,STATEN ISLAND,RUXTON AVENUE,,In Progress,,,,03 STATEN ISLAND,5060120087.0,STATEN ISLAND,931633.0,139457.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.54929680553346,-74.18933284766052,"
,  
(40.54929680553346, -74.18933284766052)"
66278308,2025-09-27T01:28:52.000,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,Street,,,,,,,,,,,,In Progress,,,,0 Unspecified,,Unspecified,,,ONLINE,Unspecified,Unspecified,,,,,,,,,,
66284428,2025-09-27T01:28:49.000,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11226.0,1274 FLATBUSH AVENUE,FLATBUSH AVENUE,NEWKIRK AVENUE,STEPHENS COURT,NEWKIRK AVENUE,STEPHENS COURT,ADDRESS,BROOKLYN,FLATBUSH AVENUE,,In Progress,,,2025-09-27T02:21:07.000,14 BROOKLYN,3052230107.0,BROOKLYN,996918.0,172153.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6391877605533,-73.95435509956914,"
,  
(40.6391877605533, -73.95435509956914)"
66278749,2025-09-27T01:28:44.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10003.0,329 EAST    9 STREET,EAST    9 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST    9 STREET,,In Progress,,,,03 MANHATTAN,1004510047.0,MANHATTAN,988017.0,204813.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72884025708876,-73.98640861561472,"
,  
(40.728840257088756, -73.98640861561472)"
66278433,2025-09-27T01:28:43.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221.0,425 QUINCY STREET,QUINCY STREET,TOMPKINS AVENUE,THROOP AVENUE,TOMPKINS AVENUE,THROOP AVENUE,ADDRESS,BROOKLYN,QUINCY STREET,,In Progress,,,2025-09-27T01:46:07.000,03 BROOKLYN,3018050059.0,BROOKLYN,1000008.0,189876.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68782850197265,-73.94317989883292,"
,  
(40.68782850197265, -73.94317989883292)"
66285978,2025-09-27T01:28:41.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031.0,521 WEST  135 STREET,WEST  135 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  135 STREET,,In Progress,,,,09 MANHATTAN,1019880088.0,MANHATTAN,997258.0,237766.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.81927882227855,-73.95300318473575,"
,  
(40.81927882227855, -73.95300318473575)"
66284473,2025-09-27T01:28:32.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237.0,1517 GATES AVENUE,GATES AVENUE,IRVING AVENUE,MYRTLE AVENUE,IRVING AVENUE,MYRTLE AVENUE,ADDRESS,BROOKLYN,GATES AVENUE,,In Progress,,,,04 BROOKLYN,3033360010.0,BROOKLYN,1008397.0,193890.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69882708651049,-73.9129165210317,"
,  
(40.69882708651049, -73.9129165210317)"
66281377,2025-09-27T01:28:20.000,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11228.0,288 BAY   10 STREET,BAY   10 STREET,CROPSEY AVENUE,INDEPENDENCE AVENUE,CROPSEY AVENUE,INDEPENDENCE AVENUE,ADDRESS,BROOKLYN,BAY   10 STREET,,In Progress,,,2025-09-27T02:32:31.000,11 BROOKLYN,3064600062.0,BROOKLYN,980168.0,159795.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.605275750512135,-74.01470065000628,"
,  
(40.605275750512135, -74.01470065000628)"
